课次,单元,日语词条,读音,词性,中文翻译
第6課,ユニット2,模擬店,もぎてん①②,名,模拟店铺；模拟摊位
第6課,ユニット2,出す,だす①,他Ⅰ,出；摆出；拿出；提出；提交
第6課,ユニット2,好评,こうひょう①,名・形Ⅱ,好评；受到好评
第6課,ユニット2,全部,ぜんぶ①,名・副,全部
第6課,ユニット2,回る,まわる①,自Ⅰ,转；绕
第6課,ユニット2,中華料理,ちゅうかりょうり④,名,中国菜；中餐
第6課,ユニット2,中華,ちゅうか①,名,（「中華料理」的省略说法）中国菜；中餐
第6課,ユニット2,韓国料理,かんこくりょうり⑤,名,韩国菜；韩国料理；韩餐
第6課,ユニット2,タイ料理,タイりょうり③,名,泰国菜
第6課,ユニット2,タイ,①,固名,泰国
第6課,ユニット2,マレーシア料理,マレーシアりょうり⑥,名,马来西亚菜
第6課,ユニット2,マレーシア,②,固名,马来西亚
第6課,ユニット2,インド料理,インドりょうり④,名,印度菜
第6課,ユニット2,インド,①,固名,印度
第6課,ユニット2,苦しい,くるしい③,形Ⅰ,痛苦（的）；难受（的）；艰难（的）
第6課,ユニット2,を,,格助,表示移动的范围
第6課,ユニット3,日本語学科だより,にほんごがっかだより⑧,名,日语专业通讯
第6課,ユニット3,-だより【-便り】,,接尾,～通讯
第6課,ユニット3,日本行き,にほんゆき①,名,前往日本
第6課,ユニット3,-行き,-ゆき,接尾,去～；前往～；开往～
第6課,ユニット3,飛行機,ひこうき②,名,飞机
第6課,ユニット3,乗る,のる①,自Ⅰ,乘；乘坐；骑
第6課,ユニット3,成田空港,なりたくうこう④,固名,成田机场（东京国际机场）
第6課,ユニット3,成田,なりた①,固名,成田（位于日本千叶县）
第6課,ユニット3,空港,くうこう①,名,机场；（航）空港
第6課,ユニット3,着く,つく①,自Ⅰ,到；到达
第6課,ユニット3,初めて,はじめて②,副,初次；第一次
第6課,ユニット3,話しかける,はなしかける⑤,自Ⅱ,搭话；跟～讲话
第6課,ユニット3,通じる,つうじる⓪,自Ⅱ,通；沟通；精通
第6課,ユニット3,ショック,①,名,打击；冲击
第6課,ユニット3,リムジンバス,⑤,名,班车；机场大巴；豪华大巴
第6課,ユニット3,国際交流会館,こくさいこうりゅうかいかん⑨,名,国际交流会馆
第6課,ユニット3,不安,ふあん⓪,名・形Ⅱ,不安（的）；担心
第6課,ユニット3,始まる,はじまる⓪,自Ⅰ,开始
第6課,ユニット3,同級生,どうきゅうせい③,名,同学
第6課,ユニット3,一所懸命,いっしょけんめい④,名・形Ⅱ,拼命；全力以赴
第6課,ユニット3,ホームステイ,⑤,名・自Ⅲ,留学生等寄宿在当地人家里
第6課,ユニット3,工場見学,こうじょうけんがく⑤,名,参观工厂
第6課,ユニット3,工場,こうじょう③,名,工厂
第6課,ユニット3,見学,けんがく⓪,名・他Ⅲ,参观学习
第6課,ユニット3,新幹線,しんかんせん③,名,新干线
第6課,ユニット3,経験,けいけん⓪,名・他Ⅲ,经验；经历
第6課,ユニット3,地域,ちいき①,名,地区；区域
第6課,ユニット3,中学校,ちゅうがっこう③,名,中学；初中
第6課,ユニット3,訪問,ほうもん⓪,名・他Ⅲ,访问
第6課,ユニット3,生徒,せいと①,名,（高中、中小学）学生
第6課,ユニット3,クラブ,①,名,俱乐部；（学校的）课外活动（小组）
第6課,ユニット3,参加,さんか⓪,名・自Ⅲ,参加
第6課,ユニット3,たくさん,⓪③,名・副,很多；大量
第6課,ユニット3,話す,はなす②,自Ⅰ,说话；告诉；陈述
第6課,ユニット3,アルバイト,③,名・自Ⅲ,打工；勤工助学
第6課,ユニット3,一緒,いっしょ①,名,一起；一样
第6課,ユニット3,富士山,ふじさん①,固名,富士山
第6課,ユニット3,登る,のぼる①,自Ⅰ,上；登；爬；攀爬
第6課,ユニット3,登山客,とざんきゃく②,名,登山者
第6課,ユニット3,登山,とざん①①,名・自Ⅲ,登山；爬山
第6課,ユニット3,客,きゃく①,名,客；客人
第6課,ユニット3,今度,こんど①,名,这次；这回；下次
第6課,ユニット3,山頂,さんちょう①,名,山顶
第6課,ユニット3,景色,けしき①,名,景色；风景
第6課,ユニット3,一生,いっしょう①,名,一生
第6課,ユニット3,思い出,おもいで①,名,回忆
第6課,ユニット3,ほか,①,名,其他
第6課,ユニット3,水ギョーザ,すいギョーザ③,名,水饺
第6課,ユニット3,作る,つくる②,他Ⅰ,制作；做
第6課,ユニット3,大人気,だいにんき③,名・形Ⅱ,超有人气；超受欢迎
第6課,ユニット3,期間中,きかんちゅう①,名,在……期间
第6課,ユニット3,期間,きかん①,名,期间
第6課,ユニット3,久しぶり,ひさしぶり①⑤,名・形Ⅱ,许久；好久；隔了很长时间
第6課,ユニット3,夢,ゆめ②,名,梦；理想
第6課,ユニット3,日本語教師,にほんごきょうし⑤,名,日语教师
第6課,ユニット3,教師,きょうし①,名,教师
第6課,ユニット3,一か月間,いっかげつかん,接尾,（几）个月
第6課,ユニット3,こと【事】,②,名,事；事情；情况
第6課,ユニット3,現実,げんじつ①,名,现实
第6課,ユニット3,近づく,ちかづく③①,自Ⅰ,接近
第6課,ユニット3,そして,①,接续,然后；于是
第6課,ユニット3,へ,,格助,（发e的音）表示移动的方向
第7課,ユニット1,天安門,てんあんもん③,固名,天安门
第7課,ユニット1,故宮,こきゅう①,固名,故宫
第7課,ユニット1,景山公園,けいざんこうえん⑤,固名,景山公园
第7課,ユニット1,王府井,ワンフーチン③,固名,王府井
第7課,ユニット1,分かる,わかる②,自Ⅰ,懂；明白；了解；理解
第7課,ユニット1,タクシー,①,名,出租车；计程车；的士
第7課,ユニット1,さあ,①,感,表示建议或催促
第7課,ユニット1,肖像画,しょうぞうが①,名,肖像画
第7課,ユニット1,肖像,しょうぞう①,名,肖像
第7課,ユニット1,-画,-が,接尾,-画
第7課,ユニット1,ある,①,自Ⅰ,（无生命事物）有；存在
第7課,ユニット1,正面,しょうめん③,名,正面
第7課,ユニット1,天安門広場,てんあんもんひろば⑦,固名,天安门广场
第7課,ユニット1,広場,ひろば①,名,广场
第7課,ユニット1,人民大会堂,じんみんだいかいどう⑦,固名,人民大会堂
第7課,ユニット1,人民,じんみん③,名,人民
第7課,ユニット1,会堂,かいどう①,名,礼堂；教堂
第7課,ユニット1,西側,にしがわ①,名,西侧
第7課,ユニット1,西,にし①,名,西
第7課,ユニット1,-側,-がわ,接尾,-侧
第7課,ユニット1,城楼,じょうろう①,名,城楼
第7課,ユニット1,見える,みえる②,自Ⅱ,看得见；看得到
第7課,ユニット1,さ,①,感,（意同「さあ」）表示建议或催促
第7課,ユニット1,北,きた②,名,北
第7課,ユニット1,楽しみ,たのしみ③④①,名・形Ⅱ,乐趣；期待；期盼
第7課,ユニット1,私たち,わたしたち③,名,我们
第7課,ユニット1,中心,ちゅうしん①,名,中心
第7課,ユニット1,いる,①,自Ⅱ,（人或动物）有；在
第7課,ユニット1,下,した②,名,下；下面
第7課,ユニット1,観光客,かんこうきゃく③,名,游客
第7課,ユニット1,観光,かんこう①,名・他Ⅲ,观光；旅游
第7課,ユニット1,では,①,接,（「それでは」的口语表达方式）那么
第7課,ユニット1,-枚,-まい,接尾,（计算照片、纸张等的量词）张
第7課,ユニット1,撮る,とる①,他Ⅰ,拍（照片）；照（相）
第7課,ユニット1,はい,①,感,表示提醒对方注意
第7課,ユニット1,チーズ,①,名,干酪；奶酪
第7課,ユニット1,に,,格助,表示存在的场所
第7課,ユニット1,の,,準体,接在谓语句后面，可以将句子名词化，或构成其他句式
第7課,ユニット2,本場,ほんば①,名,地道；本土
第7課,ユニット2,そろそろ,①,副,快（接近）；将要（到）
第7課,ユニット2,なる,①,自Ⅰ,到；成为；变成
第7課,ユニット2,北京ダック,ペキンダック④,固名,北京烤鸭
第7課,ユニット2,混む,こむ①,自Ⅰ,拥挤；人多
第7課,ユニット2,する,①,他Ⅲ,（Nにする）决定；要；选择
第7課,ユニット2,まず,①,副,首先；先
第7課,ユニット2,豚足,とんそく①,名,猪蹄；蹄筋
第7課,ユニット2,肌,はだ①,名,皮肤
第7課,ユニット2,お酒,おさけ①,名,酒（礼貌说法，有时特指日本酒）
第7課,ユニット2,酒,さけ①,名,酒
第7課,ユニット2,ビール,①,名,啤酒
第7課,ユニット2,いただく,いただく①,他Ⅰ,领受；得到；（吃饭前用语）我要吃了
第7課,ユニット2,お口に合う,おくちにあう④,合口味
第7課,ユニット2,口,くち①,名,嘴；口味
第7課,ユニット2,合う,あう①,自Ⅰ,合；适合
第7課,ユニット2,お腹いっぱい,おなかいっぱい①,我吃饱了。
第7課,ユニット2,腹,はら①,名,肚子
第7課,ユニット2,いっぱい,①,形Ⅱ・副,满满（的）；饱饱（的）
第7課,ユニット2,スカート,②,名,裙子
第7課,ユニット2,きつい,②,形Ⅰ,紧；勒
第7課,ユニット2,なんか,①,取立て助,举出一例，暗示其它亦可
第7課,ユニット2,まで,,格助,表示期限
第7課,ユニット3,万里の長城,ばんりのちょうじょう①-③,固名,（特指中国的万里长城）万里长城
第7課,ユニット3,長城,ちょうじょう③,名,长城
第7課,ユニット3,世界的,せかいてき①,形Ⅱ,世界上；世界性
第7課,ユニット3,世界,せかい①,名,世界
第7課,ユニット3,-的,-てき,接尾,（接汉语名词后，构成Ⅱ类形容词的词干）表示具有某种性质、状态等
第7課,ユニット3,建物,たてもの②③,名,建筑物
第7課,ユニット3,建築,けんちく①,名・他Ⅲ,建筑
第7課,ユニット3,-物,-ぶつ,接尾,~物
第7課,ユニット3,世界遺産,せかいいさん⑤,名,世界遗产
第7課,ユニット3,遺産,いさん①,名,遗产
第7課,ユニット3,長さ,ながさ①,名,长度
第7課,ユニット3,-さ,,接尾,（前接形容词词干，构成名词）表示性质、程度等
第7課,ユニット3,東,ひがし①,名,东；东方；东边
第7課,ユニット3,山海关,さんかんかん③,固名,山海关
第7課,ユニット3,嘉峪关,かよくかん③,固名,嘉峪关
第7課,ユニット3,キロ,①,名,千米；公里
第7課,ユニット3,キロ,①,（计量单位）千；千克；公斤
第7課,ユニット3,メートル,①,名,（长度单位）米
第7課,ユニット3,昔,むかし①,名,从前；过去；曾经
第7課,ユニット3,軍事施設,ぐんじしせつ④,名,军事设备；军事设施
第7課,ユニット3,軍事,ぐんじ①,名,军事
第7課,ユニット3,設備,せつび①,名・他Ⅲ,设备；装备
第7課,ユニット3,春秋戦国時代,しゅんじゅうせんごくじだい①-⑤,固名,春秋战国时代
第7課,ユニット3,戦国,せんごく①①,名,战国
第7課,ユニット3,時代,じだい①,名,时代
第7課,ユニット3,国内,こくない②,名,国内
第7課,ユニット3,小国,しょうこく①,名,小国
第7課,ユニット3,それぞれ,②,名・副,分别；各个
第7課,ユニット3,国王,こくおう③,名,国王
第7課,ユニット3,周り,まわり①,名,周围；周边
第7課,ユニット3,城壁,じょうへき①,名,城墙
第7課,ユニット3,外敵,がいてき①,名,外敌；入侵者
第7課,ユニット3,防ぐ,ふせぐ②,他Ⅰ,防御；抵御
第7課,ユニット3,紀元前,きげんぜん④②,名,公元前
第7課,ユニット3,-前,-ぜん,接尾,~前
第7課,ユニット3,秦,しん①,固名,（姓）秦；秦朝
第7課,ユニット3,統一,とういつ①,名・他Ⅲ,统一
第7課,ユニット3,つなぐ【繋ぐ】,①,他Ⅰ,系；拴；连接
第7課,ユニット3,秦王朝,しんおうちょう③,固名,秦朝
第7課,ユニット3,王朝,おうちょう①,名,王朝
第7課,ユニット3,皇帝,こうてい①,名,皇帝
第7課,ユニット3,工事,こうじ①,名・自Ⅲ,施工；工程
第7課,ユニット3,続ける,つづける①,他Ⅱ,继续；持续
第7課,ユニット3,世紀,せいき①,名,世纪
第7課,ユニット3,ようやく,①,副,终于
第7課,ユニット3,今日,こんにち①,名,（「きょう」的郑重表达方式）今天；现在
第7課,ユニット3,国内外,こくないがい③,名,国内外；海内外
第7課,ユニット3,訪れる,おとずれる④,他Ⅱ,访问；到来
第7課,ユニット3,壮大,そうだい⓪,名・形Ⅱ,宏伟；壮观
第7課,ユニット3,楽しむ,たのしむ③,他Ⅰ,享受
第7課,ユニット3,過去,かこ①,名,过去；以前
第7課,ユニット3,想像,そうぞう⓪,名・他Ⅲ,想象
第8課,ユニット1,さっき,①,名・副,刚才
第8課,ユニット1,自習室,じしゅうしつ②,名,自习室
第8課,ユニット1,もしもし,①,感,（用于打电话时）喂
第8課,ユニット1,ずっと,①,副,一直
第8課,ユニット1,引く,ひく①,他Ⅰ,查（词典）（「辞書を引く」）
第8課,ユニット1,クリック,②①,名・他Ⅲ,点击
第8課,ユニット1,ファイル,①,名・他Ⅲ,文件；档案；归档
第8課,ユニット1,言う,いう①②,他Ⅰ,说；叫；讲
第8課,ユニット1,助かる,たすかる③,自Ⅰ,得救；获救；救助
第8課,ユニット1,どういたしまして,①-④,不谢；不客气
第8課,ユニット1,かかる,②,自Ⅰ,花；花费
第8課,ユニット1,って,,取立て助,（用于口语）表示话题
第8課,ユニット1,と,,格助,（后接表示言语、思考等意义的动词）表示言语、思考的内容
第8課,ユニット2,オンライン決済,オンラインけっさい⑥,名,在线支付
第8課,ユニット2,決済,けっさい①,名・他Ⅲ,支付；结算；决算
第8課,ユニット2,夕食,ゆうしょく①,名,晚饭；晚餐
第8課,ユニット2,もう,①,副,已经
第8課,ユニット2,銀行口座,ぎんこうこうざ⑤,名,银行账户
第8課,ユニット2,口座,こうざ①,名,账户
第8課,ユニット2,開く,ひらく②,他Ⅰ,打开；开设；开（幕、会）
第8課,ユニット2,マイページ,③,名,个人主页
第8課,ユニット2,マイ-,接頭,个人（的）；私人（的）；专属（的）
第8課,ユニット2,ページ,①,名,页；页码
第8課,ユニット2,押す,おす①,他Ⅰ,推；压；按
第8課,ユニット2,カード,①,名,卡；卡片
第8課,ユニット2,選ぶ,えらぶ②,他Ⅰ,选择；选；挑选
第8課,ユニット2,入力,にゅうりょく①,名・他Ⅲ,输入
第8課,ユニット2,詳しい,くわしい③,形Ⅰ,详细；熟知；精通
第8課,ユニット2,カート,①,名,购物车；手推车
第8課,ユニット2,入れる,いれる①,他Ⅱ,放入；输入；沏（茶）
第8課,ユニット2,タップ,①,名・他Ⅲ,轻叩；轻轻点击
第8課,ユニット2,ボタン,①,名,按钮；按键；纽扣
第8課,ユニット2,次に,つぎに②,副,然后；接着；其次；下一个；第二次
第8課,ユニット2,住所,じゅうしょ①,名,住址
第8課,ユニット2,電話番号,でんわばんごう④,名,电话号码
第8課,ユニット2,番号,ばんごう③,名,号码；顺序
第8課,ユニット2,暗証番号,あんしょうばんごう⑤,名,密码
第8課,ユニット2,暗証,あんしょう①,名,用于密码的数字或文字
第8課,ユニット2,できる,②,自Ⅱ,产生；出现；完成；能够；构成
第8課,ユニット2,中国通,ちゅうごくつう①,名,中国通
第8課,ユニット2,-通,-つう,接尾,-通；熟知-的人
第8課,ユニット3,無沙汰,ぶさた①,名・自Ⅲ,久疏问候；久违
第8課,ユニット3,お世話,おせわ①,名・他Ⅲ,照顾；照料
第8課,ユニット3,世話,せわ①,名・他Ⅲ,照顾；照料
第8課,ユニット3,体験,たいけん①,名・他Ⅲ,体验
第8課,ユニット3,報告,ほうこく①,名・他Ⅲ,报告
第8課,ユニット3,経験,けいけん⓪,名・他Ⅲ,经验；经历
第8課,ユニット3,各地,かくち①,名,各地
第8課,ユニット3,充実,じゅうじつ①,名・自Ⅲ,充实
第8課,ユニット3,国際,こくさい①,名,国际
第8課,ユニット3,大多数,だいたすう④③,名,大多数
第8課,ユニット3,住む,すむ①,自Ⅰ,住；居住
第8課,ユニット3,二人部屋,ふたりべや①,名,双人房间
第8課,ユニット3,二人,ふたり③,名,两个人
第8課,ユニット3,ルームメート,④,名,室友
第8課,ユニット3,ルーム,①,名,房间
第8課,ユニット3,予習,よしゅう①,名・他Ⅲ,预习
第8課,ユニット3,空時間,くうじかん③,名,空闲时间
第8課,ユニット3,ベンチ,①,名,长椅
第8課,ユニット3,座る,すわる①,自Ⅰ,坐
第8課,ユニット3,毎週,まいしゅう①,名,每周
第8課,ユニット3,彼,かれ①,名,他；男朋友
第8課,ユニット3,彼ら,かれら①,名,他们
第8課,ユニット3,-ら,,接尾,（表示复数）～们
第8課,ユニット3,教える,おしえる①,他Ⅱ,教；告诉
第8課,ユニット3,習う,ならう②,他Ⅰ,学习
第9課,ユニット1,いくら,①,名,多少；多少钱
第9課,ユニット1,円,えん①,名,日元；圆；圆圈
第9課,ユニット1,する,①,自Ⅲ,价值～
第9課,ユニット1,和英,わえい①,固名,日英
第9課,ユニット1,英和,えいわ①,固名,英日
第9課,ユニット1,辞典,じてん①,名,辞典
第9課,ユニット1,-か国語,-かこくご,接尾,（几）国语言
第9課,ユニット1,-か国,-かこく,接尾,（几）个国家
第9課,ユニット1,見せる,みせる②,他Ⅱ,让看；给看
第9課,ユニット1,そちら,①,名,那个；那位
第9課,ユニット1,も,,取立て助,（接数量词后，强调数量之多、程度之高）竟；竟然
第9課,ユニット1,だけ,,取立て助,只；仅
第9課,ユニット1,しか,,取立て助,（与否定呼应使用，接在数量词后面时表少量）只；仅仅
第9課,ユニット1,わね,,終助,表示轻微的感叹与征求对方认同的语气
第9課,ユニット2,説明書,せつめいしょ①,名,说明书
第9課,ユニット2,買う,かう①,他Ⅰ,买；购买
第9課,ユニット2,必ず,かならず①,副,一定；必定
第9課,ユニット2,保管,ほかん①,名・他Ⅲ,保存；保管
第9課,ユニット2,基本,きほん①,名,基本
第9課,ユニット2,操作,そうさ①,名・他Ⅲ,操作
第9課,ユニット2,本体,ほんたい①,名,本体；机体
第9課,ユニット2,単4電池,たんよんでんち④,名,7号电池
第9課,ユニット2,電池,でんち①,名,电池
第9課,ユニット2,電源,でんげん①,名,电源
第9課,ユニット2,キー,①,名,键；按钮；钥匙
第9課,ユニット2,種類,しゅるい①,名,种类
第9課,ユニット2,ローマ字,ローマじ④,名,拉丁文字；罗马字
第9課,ユニット2,モード,①,名,方式；形式；模式
第9課,ユニット2,切り替える,きりかえる④③,他Ⅱ,替换；切换；转换
第9課,ユニット2,訳語,やくご①,名,译词
第9課,ユニット2,現れる,あらわれる④,自Ⅱ,出现
第9課,ユニット2,拡大,かくだい①,名・自他Ⅲ,扩大；放大
第9課,ユニット2,戻す,もどす②,他Ⅰ,返回；退回；放回
第9課,ユニット2,元,もと①①,名,原来；原因；来源；根本；基础
第9課,ユニット2,大きさ,おおきさ①,名,大小；尺寸
第9課,ユニット2,画面,がめん①①,名,画面
第9課,ユニット2,上下,じょうげ①,名・自Ⅲ,上下（移动）
第9課,ユニット2,動かす,うごかす③,他Ⅰ,移动；挪动
第9課,ユニット2,使用,しよう①,名・他Ⅲ,使用
第9課,ユニット2,間違い,まちがい③,名,错误；失误
第9課,ユニット2,削除,さくじょ①,名・他Ⅲ,删除
第9課,ユニット2,ずつ,,取立て助,各；每
第10課,ユニット1,ルール,①,名,规则；规定
第10課,ユニット1,DVD,ディーイーディー⑤,名,（digital video disc的省略说法）DVD；数字激光视盘
第10課,ユニット1,知る,しる⓪,他Ⅰ,知道；认识
第10課,ユニット1,しかた,①,名,办法；方法
第10課,ユニット1,気にする,きにする⓪,介意；在乎
第10課,ユニット1,気,き⓪,名,气；意识；心情
第10課,ユニット1,ポスター,①,名,广告宣传画；招贴画
第10課,ユニット1,貼る,はる⓪,他Ⅰ,贴；张贴
第10課,ユニット1,マージャン【麻雀】,①①,名,麻将
第10課,ユニット1,ごみ,②,名,垃圾
第10課,ユニット1,捨てる,すてる⓪,他Ⅱ,扔；丢弃
第10課,ユニット1,当たり前,あたりまえ⓪,名・形Ⅱ,当然；理所当然
第10課,ユニット1,もう,①,感,说话人因愤慨、失望等哑口无言的状态
第10課,ユニット1,違う,ちがう⓪,自Ⅰ,不同；不一致；不对
第10課,ユニット1,から,,接助,（连接两个分句，表示原因、理由）因为
第10課,ユニット2,どうして,①,副,为什么
第10課,ユニット2,以降,いこう①,名,以降；之后；以后
第10課,ユニット2,気をつける,きをつける④,多加小心；注意
第10課,ユニット2,つける【付ける】,②,他Ⅱ,贴；粘；附着；安装
第10課,ユニット2,続き,つづき①,名,后续部分；未完部分；未完待续
第10課,ユニット2,おやすみなさい【お休みなさい】,⑥,晚安
第10課,ユニット3,食事,しょくじ③,名・自Ⅲ,吃饭；餐食；饮食
第10課,ユニット3,マナー,①,名,礼节；礼仪
第10課,ユニット3,比較,ひかく①,名・他Ⅲ,比较
第10課,ユニット3,アジア人,アジアじん③,名,亚洲人
第10課,ユニット3,アジア,①,固名,亚洲
第10課,ユニット3,隣人,りんじん①,名,邻居；周围的人
第10課,ユニット3,しかし,②,接,但是；然而
第10課,ユニット3,習慣,しゅうかん①,名,习惯
第10課,ユニット3,ごちそうさま【御馳走様】,⑥,（饭后用语）我吃好了；谢谢款待
第10課,ユニット3,ごちそう【御馳走】,①,名・他Ⅲ,款待；丰盛的饭菜；好吃的
第10課,ユニット3,どちら,①,名,（二者中的）哪一方
第10課,ユニット3,箸,はし①,名,筷子
第10課,ユニット3,刺す,さす①,他Ⅰ,插；刺入
第10課,ユニット3,-センチ,,接尾,厘米；公分
第10課,ユニット3,縦,たて①,名,竖；垂直；纵向
第10課,ユニット3,短い,みじかい③,形Ⅰ,短（的）
第10課,ユニット3,横向き,よこむき①,名,横向
第10課,ユニット3,麺類,めんるい①,名,面条
第10課,ユニット3,立てる,たてる②,他Ⅱ,使立起；使发出
第10課,ユニット3,乾杯,かんぱい①,名・自Ⅲ,干杯
第10課,ユニット3,ごちそうになる【御馳走になる】,⑥,承蒙款待
第11課,ユニット1,誘い,さそい①,名,邀请
第11課,ユニット1,こんばんは【今晚は】,⑤,晚上好
第11課,ユニット1,京劇,きょうげき①,名,京剧
第11課,ユニット1,大好き,だいすき①,名・形Ⅱ,特别喜欢；非常喜欢
第11課,ユニット1,実は,じつは②,副,实际上；说老实话
第11課,ユニット1,舞台,ぶたい①,名,舞台
第11課,ユニット1,嬉しい,うれしい③,形Ⅰ,高兴（的）；令人喜悦（的）
第11課,ユニット1,演目,えんもく①,名,上演的节目；剧目
第11課,ユニット1,白蛇伝,はくじゃでん③,固名,白蛇传
第11課,ユニット1,話,はなし③,名,话；故事
第11課,ユニット1,人間,にんげん①,名,人；人类
第11課,ユニット1,白蛇,しろへび①,名,白蛇
第11課,ユニット1,青蛇,あおへび①,名,青蛇
第11課,ユニット1,えっと,①,感,（表示在思考或犹豫）嗯；那个
第11課,ユニット1,誘う,さそう①,他Ⅰ,邀请
第11課,ユニット1,天津,てんしん①,固名,天津
第11課,ユニット1,北京劇場,ペキンげきじょう④,固名,北京剧场
第11課,ユニット1,劇場,げきじょう①,名,剧场；剧院
第11課,ユニット1,前門,ぜんもん①,固名,（北京）前门
第11課,ユニット1,開演,かいえん①,名・自他Ⅲ,开演
第11課,ユニット1,夕ご飯,ゆうごはん③,名,晚饭
第11課,ユニット1,正門,せいもん①,名,正门
第11課,ユニット1,やったー,③,感,（表达事情如愿以偿的喜悦感）太好了！
第11課,ユニット1,で,,格助,表示动作主体的数量、范围
第11課,ユニット2,きっと,①,副,肯定；一定
第11課,ユニット2,影響,えいきょう①,名・自Ⅲ,影响
第11課,ユニット2,お芝居,おしばい①,名,（礼貌说法）戏剧；表演
第11課,ユニット2,芝居,しばい①,名,戏剧；表演
第11課,ユニット2,例えば,たとえば②,副,例如；比如
第11課,ユニット2,歌舞伎,かぶき①,固名,歌舞伎
第11課,ユニット2,バレエ,①,名,芭蕾（舞）
第11課,ユニット2,オペラ,①,名,歌剧
第11課,ユニット2,出会う,であう②,自Ⅰ,遇见；碰到；相遇
第11課,ユニット2,宝塚,たからづか③,固名,宝塚（歌剧团）
第11課,ユニット2,出演,しゅつえん①,名・自Ⅲ,表演；出演
第11課,ユニット2,ほう【方】,①,名,方；方向；方面
第11課,ユニット2,実際,じっさい①,名・副,实际
第11課,ユニット2,なかなか,①,副,相当；非常；一般（不）
第11課,ユニット2,将来,しょうらい①,名,将来；未来
第11課,ユニット2,演じる,えんじる①,他Ⅱ,表演；饰演
第11課,ユニット2,得意,とくい①②,名・形Ⅱ,熟练；擅长
第11課,ユニット2,踊る,おどる①,自Ⅰ,跳舞
第11課,ユニット2,苦手,にがて①③,名・形Ⅱ,不擅长（的）
第11課,ユニット2,関係,かんけい①,名・自Ⅲ,关系；相关；有关
第11課,ユニット2,応援,おうえん①,名・他Ⅲ,帮助；支持；声援；助威
第11課,ユニット2,より,,格助,（表示比较的标准）比
第11課,ユニット2,に,,格助,表示状态、程度认定的基准
第11課,ユニット2,けど,,接助,虽然～但；可是；不过
第11課,ユニット2,の,,格助,表示连体修饰语从句中的主语
第11課,ユニット3,伝統芸能,でんとうげいのう⑤,名,传统艺术
第11課,ユニット3,芸能,げいのう①,名,（大众）艺术
第11課,ユニット3,能狂言,のうきょうげん③⑤,固名,能与狂言；能乐狂言
第11課,ユニット3,能,のう①,固名,（日本传统表演形式）能
第11課,ユニット3,狂言,きょうげん③,固名,（日本传统表演形式）狂言
第11課,ユニット3,文楽,ぶんらく①,固名,（日本传统表演形式）文乐
第11課,ユニット3,とも【共】,①,名,共同；一起；都
第11課,ユニット3,三大-,さんだい-,接頭,三大~
第11課,ユニット3,もともと,④①,副,原本；本来
第11課,ユニット3,奇抜,きばつ①,名・形Ⅱ,奇特（的）
第11課,ユニット3,格好,かっこう①,名,外观；打扮；样子
第11課,ユニット3,ストーリー,③,名,故事；情节
第11課,ユニット3,当時,とうじ①,名,当时
第11課,ユニット3,行う,おこなう①,他Ⅰ,举办；执行；实施
第11課,ユニット3,珍しい,めずらしい④,形Ⅰ,少有；罕见
第11課,ユニット3,人々,ひとびと②,名,人们
第11課,ユニット3,びっくり,③,副・自Ⅲ,吃惊；惊讶
第11課,ユニット3,それで,③,接,因此；于是；因而
第11課,ユニット3,あっという間に,あっというまに①,眨眼间；转瞬间；迅速
第11課,ユニット3,間,ま①,名,之间；间隔；空档
第11課,ユニット3,大流行,だいりゅうこう③,名・自Ⅲ,非常流行
第11課,ユニット3,流行,りゅうこう①,名・自Ⅲ,流行
第11課,ユニット3,その後,そのご①,名,那以后；其后
第11課,ユニット3,江戸幕府,えどばくふ③,固名,江户幕府
第11課,ユニット3,江戸,えど①,固名,（东京都中心地带的旧称）江户
第11課,ユニット3,幕府,ばくふ①,固名,幕府
第11課,ユニット3,少年,しょうねん①,名,少年
第11課,ユニット3,禁止,きんし①,名・他Ⅲ,禁止
第11課,ユニット3,役者,やくしゃ①,名,演员
第11課,ユニット3,隈取,くまどり①,名・他Ⅲ,脸谱
第11課,ユニット3,血管,けっかん①,名,血管
第11課,ユニット3,筋肉,きんにく①,名,肌肉
第11課,ユニット3,表す,あらわす③,他Ⅰ,表达；表现
第11課,ユニット3,英雄,えいゆう①,名,英雄
第11課,ユニット3,青,あお①,名,蓝（色）；青（色）
第11課,ユニット3,悪人,あくにん①,名,坏人；恶人
第11課,ユニット3,茶色,ちゃいろ①,名,茶褐色
第11課,ユニット3,魔物,まもの①,名,魔鬼
第11課,ユニット3,化け物,ばけもの③④,名,妖怪
第11課,ユニット3,さまざま【様様】,②③,名・形Ⅱ,种种；各种各样
第11課,ユニット3,物語,ものがたり③,名,故事；物语
第11課,ユニット3,ジャンル,①,名,领域；种类
第11課,ユニット3,独特,どくとく①,名・形Ⅱ,独特
第11課,ユニット3,装置,そうち①,名・他Ⅲ,装置；装备
第11課,ユニット3,完成,かんせい①,名・自他Ⅲ,完成
第11課,ユニット3,代表,だいひょう①,名・他Ⅲ,代表
第11課,ユニット3,多く,おおく①,名・副,多；许多；大致；大多
第11課,ユニット3,ファン,①,名,戏迷；歌迷；粉丝；~迷
第11課,ユニット3,魅了,みりょう①,名・他Ⅲ,吸引；迷倒
第12課,ユニット1,忘年会,ぼうねんかい③,名,（公司、团体等年底举行的）联欢会；忘年会；过年聚餐
